Index,Unique_URLS,Total_Number_Requests,Total_Server_OK_Requests,Total_Server_Error_Requests,Total_Client_Eror_Requests,Country
3632,4,25,6,0,0,BE
3633,3,25,12,2,0,BE
3634,22,25,23,0,0,BE
3635,16,25,18,0,1,US
3636,15,25,18,0,1,US
3637,25,25,25,0,0,US
3638,7,25,25,0,0,US
3639,4,25,25,0,0,US
3640,1,25,0,1,4,NL
3641,5,25,25,0,0,DE
3642,4,25,25,0,0,DE
3643,2,25,25,0,0,DE
3644,2,25,25,0,0,DE
3645,2,25,25,0,0,DE
3646,1,25,25,0,0,DE
3647,1,25,25,0,0,DE
3648,2,25,25,0,0,DE
3649,3,25,25,0,0,DE
3650,2,25,25,0,0,DE
3651,4,25,25,0,0,DE
3652,1,25,25,0,0,DE
3653,2,25,25,0,0,DE
3654,1,25,25,0,0,DE
3655,1,25,25,0,0,DE
3656,1,25,0,0,0,IS
3657,3,25,2,0,0,NL
3658,2,25,1,0,0,NL
3659,4,25,25,0,0,FR
3660,20,25,21,0,0,US
3661,9,24,24,0,0,IN
3662,18,24,22,0,0,US
3663,4,24,23,1,0,US
3664,20,24,19,0,0,US
3665,17,24,24,0,0,GB
3666,3,24,23,0,0,US
3667,3,24,24,0,0,US
3668,4,24,23,0,0,US
3669,8,24,18,0,0,US
3670,17,24,18,0,1,US
3671,13,24,20,0,1,US
3672,19,24,20,0,0,US
3673,10,24,16,0,0,US
3674,13,24,21,0,0,US
3675,19,24,18,0,0,US
3676,14,24,19,0,0,US
3677,6,24,20,0,0,US
3678,14,24,10,0,1,US
3679,13,24,20,0,1,US
3680,12,24,13,0,0,US
3681,14,24,18,0,0,US
3682,12,24,15,0,1,US
3683,12,24,17,0,3,US
3684,7,24,4,0,3,US
3685,8,24,16,0,0,US
3686,18,24,19,0,1,US
3687,8,24,4,0,0,US
3688,13,24,11,0,3,US
3689,3,24,22,0,0,US
3690,12,24,24,0,0,US
3691,24,24,24,0,0,JP
3692,4,24,15,0,5,CN
3693,2,24,24,0,0,IN
3694,15,24,22,0,1,CN
3695,13,24,23,0,1,SG
3696,7,24,0,0,0,CN
3697,19,24,3,0,0,US
3698,13,24,24,0,0,US
3699,4,24,24,0,0,AU
3700,17,24,20,0,0,US
3701,1,24,0,0,0,IS
3702,13,24,20,0,0,CA
3703,3,24,24,0,0,GB
3704,3,24,24,0,0,US
3705,8,24,17,0,0,US
3706,3,24,24,0,0,DE
3707,20,24,19,0,0,US
3708,12,24,18,0,0,US
3709,14,24,21,0,0,US
3710,15,24,16,0,2,US
3711,13,24,11,0,0,US
3712,17,24,19,0,0,US
3713,8,24,16,0,0,US
3714,7,24,24,0,0,US
3715,16,24,23,1,0,PE
3716,5,24,22,0,0,PE
3717,6,24,18,0,0,CU
3718,5,24,24,0,0,SE
3719,11,24,19,0,0,IN
3720,4,24,24,0,0,US
3721,13,24,23,1,0,US
3722,8,24,24,0,0,BR
3723,12,24,23,0,0,MX
3724,8,24,20,0,1,MX
3725,8,24,24,0,0,AU
3726,13,24,21,1,0,AU
3727,7,24,24,0,0,ID
3728,2,24,24,0,0,US
3729,3,24,24,0,0,US
3730,19,24,22,0,0,CA
3731,22,24,22,0,0,US
3732,13,24,12,0,5,CN
3733,1,24,1,0,23,DE
3734,1,24,24,0,0,US
3735,1,24,24,0,0,SG
3736,8,24,17,0,0,US
3737,16,24,21,0,0,US
3738,3,24,23,0,0,NL
3739,4,24,3,0,0,NG
3740,9,24,24,0,0,NL
3741,4,24,13,0,0,UA
3742,21,24,20,0,0,NL
3743,13,24,17,0,7,US
3744,18,24,21,0,0,US
3745,3,24,0,0,2,US
3746,12,24,23,0,0,US
3747,11,24,21,0,0,US
3748,18,24,21,0,2,US
3749,5,24,23,0,1,US
3750,15,24,23,0,0,NL
3751,2,24,24,0,0,TW
3752,5,24,24,0,0,TW
3753,7,24,15,1,1,TW
3754,11,24,16,0,1,US
3755,22,24,22,0,2,US
3756,10,24,20,0,0,US
3757,11,24,22,0,0,US
3758,5,24,24,0,0,US
3759,8,24,24,0,0,US
3760,16,24,24,0,0,US
3761,22,24,16,5,0,US
3762,24,24,18,0,0,US
3763,12,24,16,0,1,BE
3764,14,24,18,0,0,US
3765,23,24,24,0,0,US
3766,3,24,24,0,0,DE
3767,1,24,24,0,0,DE
3768,2,24,24,0,0,DE
3769,1,24,24,0,0,DE
3770,1,24,24,0,0,DE
3771,1,24,24,0,0,DE
3772,2,24,24,0,0,DE
3773,2,24,24,0,0,DE
3774,1,24,24,0,0,DE
3775,2,24,24,0,0,DE
3776,1,24,24,0,0,DE
3777,2,24,24,0,0,DE
3778,1,24,0,0,0,IS
3779,1,24,0,0,0,IS
3780,1,24,0,0,0,IS
3781,1,24,0,0,0,NL
3782,1,24,0,0,0,NL
3783,24,24,24,0,0,GB
3784,14,24,24,0,0,GB
3785,18,24,21,0,1,US
3786,15,23,22,0,0,IN
3787,6,23,20,0,0,MY
3788,6,23,18,5,0,US
3789,15,23,17,0,0,US
3790,12,23,20,0,0,US
3791,11,23,9,0,0,US
3792,17,23,21,0,0,US
3793,11,23,15,1,4,US
3794,14,23,11,0,0,US
3795,14,23,18,0,1,US
3796,12,23,13,0,1,US
3797,17,23,22,0,0,US
3798,15,23,22,0,0,US
3799,8,23,15,0,0,US
3800,11,23,18,0,0,US
3801,14,23,19,0,2,US
3802,9,23,17,0,0,US
3803,15,23,18,0,0,US
3804,15,23,13,0,0,US
3805,14,23,21,0,1,US
3806,19,23,15,0,6,US
3807,17,23,15,3,2,US
3808,14,23,15,0,0,US
3809,13,23,17,0,0,US
3810,2,23,23,0,0,US
3811,10,23,22,0,0,US
3812,12,23,21,0,0,US
3813,5,23,20,0,0,US
3814,4,23,23,0,0,US
3815,3,23,23,0,0,US
3816,3,23,22,0,0,US
3817,10,23,22,0,0,US
3818,7,23,16,0,0,US
3819,3,23,2,0,0,ID
3820,1,23,23,0,0,AU
3821,12,23,17,0,3,CN
3822,23,23,23,0,0,JP
3823,16,23,17,0,0,JP
3824,4,23,21,0,0,CN
3825,17,23,21,0,0,BE
3826,16,23,21,0,0,US
3827,1,23,23,0,0,CL
3828,4,23,23,0,0,US
3829,5,23,21,0,0,US
3830,1,23,0,0,0,NL
3831,20,23,19,1,3,AU
3832,5,23,21,0,0,US
3833,3,23,23,0,0,DK
3834,12,23,22,0,1,US
3835,12,23,21,0,0,US
3836,13,23,22,0,0,US
3837,18,23,20,0,0,US
3838,18,23,19,2,0,US
3839,10,23,18,0,0,US
3840,12,23,16,0,0,US
3841,7,23,23,0,0,AU
3842,4,23,23,0,0,AU
3843,6,23,10,0,7,BR
3844,1,23,23,0,0,BR
3845,6,23,18,0,5,PE
3846,3,23,23,0,0,VE
3847,8,23,20,0,0,PE
3848,4,23,23,0,0,PE
3849,12,23,22,0,0,PE
3850,7,23,22,0,0,PE
3851,10,23,22,0,0,PE
3852,2,23,22,0,0,FR
3853,11,23,22,0,1,ES
3854,12,23,23,0,0,RU
3855,4,23,23,0,0,US
3856,21,23,3,0,0,US
3857,7,23,14,0,0,US
3858,13,23,19,0,2,AU
3859,21,23,23,0,0,JP
3860,11,23,18,0,0,AU
3861,6,23,22,1,0,CA
3862,10,23,23,0,0,US
3863,12,23,19,0,0,US
3864,1,23,23,0,0,US
3865,12,23,21,0,0,ID
3866,22,23,15,0,2,US
3867,11,23,9,0,1,US
3868,19,23,17,0,3,US
3869,3,23,11,0,0,CA
3870,7,23,23,0,0,NA
3871,11,23,16,0,0,NG
3872,1,23,23,0,0,DE
3873,13,23,22,0,0,MY
3874,17,23,20,0,1,FR
3875,10,23,17,0,0,FR
3876,3,23,23,0,0,RU
3877,14,23,13,0,7,US
3878,11,23,17,0,6,US
3879,4,23,23,0,0,TW
3880,14,23,11,0,0,US
3881,21,23,16,0,0,US
3882,4,23,22,1,0,US
3883,4,23,21,2,0,US
3884,18,23,23,0,0,SG
3885,4,23,22,0,0,US
3886,14,23,17,0,0,US
3887,12,23,20,0,0,US
3888,8,23,22,0,0,US
3889,19,23,20,0,0,US
3890,8,23,9,0,0,NL
3891,10,23,23,0,0,US
3892,17,23,12,0,0,US
3893,23,23,19,0,3,US
3894,11,23,23,0,0,US
3895,5,23,22,0,0,US
3896,10,23,4,6,3,US
3897,16,23,22,0,0,US
3898,21,23,21,0,0,US
3899,22,23,23,0,0,US
3900,6,23,5,0,1,US
3901,21,23,10,0,0,US
3902,15,23,0,0,1,US
3903,16,23,11,0,12,US
3904,19,23,19,0,0,US
3905,23,23,10,1,1,US
3906,11,23,19,1,0,BE
3907,6,23,12,0,0,BE
3908,15,23,22,0,0,US
3909,7,23,21,0,0,US
3910,13,23,17,0,0,US
3911,11,23,23,0,0,US
3912,4,23,23,0,0,US
3913,14,23,16,0,1,US
3914,9,23,20,0,0,US
3915,1,23,23,0,0,DE
3916,2,23,23,0,0,DE
3917,2,23,23,0,0,DE
3918,1,23,23,0,0,DE
3919,3,23,23,0,0,DE
3920,1,23,23,0,0,DE
3921,1,23,23,0,0,DE
3922,1,23,23,0,0,DE
3923,2,23,23,0,0,DE
3924,5,23,23,0,0,DE
3925,2,23,23,0,0,DE
3926,1,23,23,0,0,DE
3927,3,23,23,0,0,DE
3928,1,23,23,0,0,DE
3929,2,23,23,0,0,DE
3930,1,23,23,0,0,DE
3931,2,23,23,0,0,DE
3932,4,23,23,0,0,DE
3933,1,23,23,0,0,DE
3934,1,23,23,0,0,DE
3935,1,23,23,0,0,DE
3936,1,23,23,0,0,DE
3937,1,23,23,0,0,DE
3938,8,23,22,0,0,DE
3939,2,23,23,0,0,DE
3940,3,23,23,0,0,DE
3941,1,23,0,0,0,IS
3942,1,23,0,0,0,NL
3943,19,23,1,0,0,AE
3944,10,23,19,0,0,DE
3945,23,23,23,0,0,FR
3946,9,22,22,0,0,IN
3947,15,22,22,0,0,JP
3948,11,22,22,0,0,US
3949,7,22,22,0,0,US
3950,7,22,17,5,0,US
3951,1,22,22,0,0,US
3952,2,22,21,1,0,US
3953,1,22,22,0,0,US
3954,7,22,18,0,0,US
3955,16,22,17,0,2,US
3956,11,22,14,0,1,US
3957,15,22,12,1,2,US
3958,10,22,18,0,0,US
3959,12,22,18,0,2,US
3960,8,22,18,0,1,US
3961,12,22,17,0,1,US
3962,14,22,18,0,0,US
3963,15,22,12,0,1,US
3964,15,22,19,0,0,US
3965,12,22,17,0,2,US
3966,16,22,12,0,5,US
3967,15,22,14,0,0,US
3968,14,22,17,1,1,US
3969,10,22,18,0,1,US
3970,20,22,19,0,0,US
3971,13,22,21,0,0,US
3972,10,22,15,0,0,US
3973,9,22,21,0,0,US
3974,22,22,22,0,0,US
3975,9,22,18,0,0,LB
3976,11,22,4,0,17,TH
3977,6,22,22,0,0,JP
3978,5,22,22,0,0,US
3979,13,22,15,0,0,US
3980,14,22,15,0,1,JP
3981,1,22,0,0,22,UA
3982,18,22,18,1,0,NL
3983,1,22,0,0,0,NL
3984,2,22,0,0,0,NL
3985,1,22,0,0,0,NL
3986,12,22,13,0,0,IS
3987,3,22,21,0,0,US
3988,4,22,21,0,0,US
3989,10,22,14,0,1,US
3990,11,22,18,0,3,US
3991,1,22,22,0,0,US
3992,19,22,15,3,0,US
3993,4,22,19,3,0,US
3994,10,22,16,0,0,JP
3995,1,22,22,0,0,US
3996,11,22,19,0,0,US
3997,7,22,21,0,0,US
3998,14,22,21,0,1,US
3999,13,22,17,0,0,US
4000,15,22,19,0,0,US
4001,16,22,13,0,0,US
4002,17,22,19,0,0,US
4003,16,22,18,0,1,US
4004,14,22,21,0,0,US
4005,19,22,21,0,0,US
4006,17,22,15,0,0,US
4007,13,22,18,0,0,US
4008,22,22,0,0,21,US
4009,2,22,22,0,0,PS
4010,7,22,21,0,0,FR
4011,9,22,6,0,0,TH
4012,2,22,0,0,0,NL
4013,3,22,2,0,0,NL
4014,2,22,22,0,0,FR
4015,6,22,22,0,0,PE
4016,4,22,22,0,0,PE
4017,6,22,21,0,0,PE
4018,1,22,22,0,0,NL
4019,8,22,20,0,2,US
4020,1,22,22,0,0,US
4021,2,22,22,0,0,US
4022,7,22,22,0,0,VE
4023,3,22,22,0,0,ID
4024,5,22,20,0,1,AU
4025,3,22,20,1,0,US
4026,1,22,22,0,0,CA
4027,8,22,22,0,0,US
4028,16,22,20,0,0,CA
4029,20,22,18,2,0,US
4030,22,22,17,0,0,US
4031,22,22,21,0,0,US
4032,5,22,22,0,0,FR
4033,22,22,15,0,1,US
4034,14,22,18,0,4,US
4035,2,22,2,0,20,MY
4036,11,22,17,0,1,FR
4037,5,22,17,0,1,US
4038,10,22,20,0,0,US
4039,10,22,16,0,0,US
4040,18,22,12,0,1,US
4041,13,22,19,0,0,US
4042,12,22,18,1,0,US
4043,5,22,18,0,0,US
4044,4,22,22,0,0,RU
4045,18,22,21,0,1,US
4046,11,22,21,0,1,US
4047,21,22,0,0,22,US
4048,11,22,18,0,1,US
4049,9,22,11,0,0,US
4050,12,22,13,0,1,SG
4051,4,22,9,0,2,SG
4052,16,22,22,0,0,US
4053,12,22,22,0,0,US
4054,8,22,10,0,0,US
4055,16,22,21,1,0,US
4056,21,22,22,0,0,US
4057,5,22,10,1,0,NL
4058,11,22,22,0,0,US
4059,10,22,19,0,0,US
4060,12,22,15,0,0,BE
4061,6,22,19,0,0,US
4062,3,22,20,0,0,US
4063,4,22,21,0,0,US
4064,17,22,22,0,0,US
4065,6,22,20,0,0,US
4066,6,22,21,0,0,IN
4067,2,22,22,0,0,DE
4068,2,22,22,0,0,DE
4069,2,22,22,0,0,DE
4070,2,22,22,0,0,DE
4071,1,22,22,0,0,DE
4072,2,22,22,0,0,DE
4073,2,22,22,0,0,DE
4074,2,22,22,0,0,DE
4075,2,22,22,0,0,DE
4076,1,22,22,0,0,DE
4077,1,22,22,0,0,DE
4078,1,22,22,0,0,DE
4079,1,22,22,0,0,DE
4080,1,22,22,0,0,DE
4081,3,22,22,0,0,DE
4082,2,22,22,0,0,DE
4083,21,22,21,0,0,NL
4084,1,22,0,0,0,IS
4085,2,22,2,0,0,NL
4086,11,22,20,0,1,US
4087,8,21,19,0,0,US
4088,15,21,18,0,0,US
4089,2,21,21,0,0,US
4090,21,21,21,0,0,US
4091,10,21,19,0,0,US
4092,5,21,20,0,0,US
4093,2,21,15,0,0,US
4094,10,21,12,0,4,US
4095,13,21,16,1,2,US
4096,14,21,12,0,1,US
4097,16,21,16,0,1,US
4098,14,21,19,0,0,US
4099,13,21,18,0,1,US
4100,8,21,16,0,0,US
4101,9,21,15,0,0,US
4102,10,21,13,1,0,US
4103,12,21,14,0,0,US
4104,4,21,18,0,0,US
4105,6,21,15,0,1,US
4106,11,21,17,1,0,US
4107,17,21,19,0,0,US
4108,14,21,19,0,0,US
4109,11,21,20,0,0,US
4110,9,21,10,0,0,US
4111,8,21,16,0,0,US
4112,16,21,20,0,0,US
4113,14,21,14,0,1,US
4114,11,21,21,0,0,US
4115,3,21,19,1,0,US
4116,3,21,21,0,0,US
4117,4,21,4,0,0,US
4118,2,21,21,0,0,US
4119,5,21,18,1,0,US
4120,3,21,13,0,0,US
4121,4,21,21,0,0,US
4122,1,21,0,0,0,US
4123,9,21,11,0,0,IN
4124,21,21,20,0,0,JP
4125,19,21,19,0,0,JP
4126,16,21,21,0,0,JP
4127,10,21,20,0,0,JP
4128,15,21,21,0,0,US
4129,7,21,21,0,0,AU
4130,13,21,20,0,0,AU
4131,19,21,4,1,0,US
4132,9,21,21,0,0,US
4133,15,21,21,0,0,JP
4134,21,21,21,0,0,JP
4135,2,21,21,0,0,US
4136,1,21,0,0,0,NL
4137,1,21,0,0,0,IS
4138,1,21,21,0,0,US
4139,11,21,20,0,0,US
4140,9,21,19,0,0,US
4141,13,21,21,0,0,US
4142,6,21,21,0,0,US
4143,13,21,17,0,0,US
4144,13,21,18,0,0,US
4145,13,21,20,0,0,US
4146,18,21,17,1,0,US
4147,14,21,20,0,0,US
4148,13,21,6,0,0,US
4149,15,21,17,0,1,US
4150,10,21,10,5,1,US
4151,7,21,21,0,0,US
4152,18,21,17,0,0,US
4153,7,21,21,0,0,US
4154,13,21,19,0,2,US
4155,14,21,12,0,0,BR
4156,10,21,21,0,0,CA
4157,2,21,20,1,0,AR
4158,3,21,21,0,0,AR
4159,8,21,21,0,0,GT
4160,5,21,21,0,0,PE
4161,15,21,19,0,0,AE
4162,18,21,15,1,0,US
4163,15,21,20,0,0,CA
4164,21,21,21,0,0,US
4165,12,21,17,0,2,US
4166,1,21,20,0,1,DE
4167,5,21,20,0,0,PE
4168,2,21,21,0,0,BR
4169,13,21,21,0,0,ID
4170,2,21,21,0,0,US
4171,2,21,21,0,0,US
4172,1,21,21,0,0,US
4173,3,21,21,0,0,US
4174,8,21,17,0,1,US
4175,10,21,18,0,0,US
4176,21,21,18,0,0,US
4177,17,21,13,0,0,US
4178,15,21,13,0,4,KR
4179,9,21,20,0,1,JP
4180,7,21,20,0,0,JP
4181,12,21,21,0,0,MY
4182,21,21,16,0,0,US
4183,8,21,14,1,0,US
4184,5,21,20,0,0,CA
4185,1,21,0,0,21,EG
4186,14,21,21,0,0,SG
4187,15,21,13,0,7,RU
4188,14,21,18,0,0,GB
4189,18,21,19,0,0,DE
4190,1,21,21,0,0,RO
4191,3,21,19,0,2,NL
4192,9,21,21,0,0,US
4193,17,21,21,0,0,US
4194,21,21,21,0,0,JP
4195,2,21,21,0,0,US
4196,9,21,6,0,7,US
4197,10,21,7,0,1,US
4198,5,21,20,0,0,US
4199,16,21,14,0,1,US
4200,10,21,18,1,0,US
4201,12,21,21,0,0,US
4202,15,21,15,0,1,US
4203,2,21,21,0,0,US
4204,4,21,15,2,2,US
4205,3,21,5,1,0,TW
4206,6,21,12,0,0,TW
4207,14,21,18,0,1,US
4208,15,21,20,0,0,US
4209,15,21,16,0,0,US
4210,9,21,19,0,0,US
4211,10,21,20,0,0,US
4212,6,21,21,0,0,US
4213,21,21,20,0,0,US
4214,11,21,18,0,0,US
4215,15,21,15,0,0,US
4216,14,21,15,0,0,US
4217,4,21,5,0,0,BE
4218,3,21,21,0,0,US
4219,11,21,21,0,0,US
4220,10,21,12,0,0,IN
4221,2,21,21,0,0,US
4222,6,21,20,0,0,DE
4223,2,21,21,0,0,DE
4224,1,21,21,0,0,DE
4225,1,21,21,0,0,DE
4226,1,21,21,0,0,DE
4227,2,21,21,0,0,DE
4228,1,21,21,0,0,DE
4229,2,21,21,0,0,DE
4230,1,21,21,0,0,DE
4231,3,21,21,0,0,DE
4232,1,21,21,0,0,DE
4233,3,21,19,0,0,DE
4234,1,21,21,0,0,DE
4235,2,21,21,0,0,DE
4236,2,21,21,0,0,DE
4237,1,21,21,0,0,DE
4238,2,21,21,0,0,DE
4239,1,21,21,0,0,DE
4240,1,21,21,0,0,DE
4241,3,21,21,0,0,DE
4242,1,21,21,0,0,DE
4243,1,21,21,0,0,DE
4244,2,21,21,0,0,DE
4245,2,21,21,0,0,DE
4246,4,21,21,0,0,DE
4247,1,21,21,0,0,DE
4248,2,21,21,0,0,DE
4249,1,21,0,0,0,NL
4250,3,21,21,0,0,FR
4251,8,21,20,0,0,GB
4252,18,21,7,0,8,LU
4253,11,21,20,0,0,IT
4254,1,21,21,0,0,DE
4255,1,20,20,0,0,US
4256,7,20,19,0,0,CA
4257,3,20,19,0,0,US
4258,13,20,12,3,2,US
4259,10,20,12,0,0,US
4260,16,20,18,0,0,US
4261,8,20,20,0,0,US
4262,13,20,13,1,1,US
4263,11,20,17,0,0,US
4264,16,20,16,0,3,US
4265,12,20,17,0,1,US
4266,10,20,15,0,1,US
4267,11,20,13,0,0,US
4268,10,20,8,0,1,US
4269,13,20,12,0,4,US
4270,13,20,16,0,2,US
4271,14,20,13,1,1,US
4272,13,20,18,0,0,US
4273,11,20,4,0,4,US
4274,13,20,17,0,0,US
4275,16,20,17,0,0,US
4276,2,20,20,0,0,US
4277,4,20,16,0,0,US
4278,6,20,16,0,0,US
4279,1,20,0,0,0,US
4280,13,20,12,0,1,US
4281,5,20,20,0,0,DE
4282,4,20,18,0,2,US
4283,19,20,18,0,0,JP
4284,1,20,20,0,0,IN
4285,5,20,13,0,0,CN
4286,12,20,20,0,0,SG
4287,17,20,11,0,8,CN
4288,6,20,19,1,0,US
4289,20,20,9,11,0,US
4290,2,20,20,0,0,US
4291,14,20,15,0,4,US
4292,17,20,17,0,0,AU
4293,1,20,20,0,0,CN
4294,10,20,20,0,0,US
4295,1,20,0,0,0,NL
4296,1,20,0,0,0,IS
4297,13,20,19,0,0,US
4298,1,20,20,0,0,DE
4299,3,20,18,0,0,AU
4300,16,20,20,0,0,JP
4301,3,20,10,0,2,US
4302,1,20,20,0,0,US
4303,3,20,6,0,0,TW
4304,13,20,20,0,0,HK
4305,8,20,17,0,0,AU
4306,15,20,20,0,0,AU
4307,16,20,16,0,1,US
4308,14,20,16,0,0,US
4309,13,20,19,0,0,US
4310,15,20,13,0,0,US
4311,15,20,19,0,1,US
4312,17,20,18,2,0,US
4313,15,20,18,0,1,US
4314,12,20,15,0,0,US
4315,13,20,11,2,0,US
4316,14,20,15,0,1,US
4317,13,20,12,0,0,US
4318,14,20,14,0,0,US
4319,18,20,17,0,0,US
4320,5,20,20,0,0,US
4321,9,20,20,0,0,US
4322,16,20,20,0,0,CH
4323,10,20,16,0,4,BR
4324,7,20,17,0,0,DO
4325,3,20,19,0,0,KR
4326,4,20,3,0,17,CN
4327,11,20,19,0,0,GB
4328,3,20,11,0,0,PE
4329,10,20,19,0,0,GT
4330,10,20,20,0,0,PE
4331,9,20,19,0,1,PE
4332,6,20,20,0,0,PE
4333,11,20,19,1,0,US
4334,9,20,20,0,0,US
4335,2,20,10,1,0,CH
4336,12,20,10,0,0,US
4337,7,20,20,0,0,US
4338,20,20,3,0,0,CA
4339,19,20,20,0,0,CA
4340,13,20,17,0,0,ID
4341,7,20,20,0,0,KH
4342,18,20,16,1,1,AU
4343,16,20,20,0,0,US
4344,20,20,20,0,0,US
4345,19,20,12,1,0,US
4346,3,20,10,0,0,US
4347,8,20,20,0,0,US
4348,17,20,19,0,1,US
4349,12,20,20,0,0,US
4350,14,20,19,0,0,JP
4351,5,20,20,0,0,AU
4352,13,20,16,0,0,MY
4353,4,20,16,0,0,KG
4354,20,20,15,0,0,US
4355,9,20,19,0,0,US
4356,9,20,18,0,0,SG
4357,16,20,19,0,0,RU
4358,3,20,17,0,0,FR
4359,3,20,20,0,0,RU
4360,1,20,20,0,0,US
4361,9,20,19,0,1,US
4362,12,20,15,0,1,AU
4363,10,20,20,0,0,JP
4364,17,20,13,0,0,US
4365,18,20,19,0,0,US
4366,17,20,16,0,0,US
4367,4,20,7,0,0,SG
4368,5,20,20,0,0,SG
4369,15,20,15,0,0,US
4370,8,20,15,0,2,US
4371,17,20,12,0,0,US
4372,11,20,16,0,0,US
4373,15,20,12,1,3,US
4374,11,20,20,0,0,FI
4375,10,20,14,0,1,US
4376,8,20,10,0,0,NL
4377,14,20,18,1,0,NL
4378,10,20,12,1,0,NL
4379,4,20,16,0,0,NL
4380,1,20,0,0,0,US
4381,6,20,20,0,0,US
4382,10,20,20,0,0,TW
4383,14,20,16,0,2,US
4384,2,20,18,0,0,US
4385,20,20,14,0,2,US
4386,17,20,18,0,0,US
4387,8,20,18,0,0,US
4388,6,20,14,2,0,US
4389,8,20,16,0,0,US
4390,6,20,17,0,0,US
4391,11,20,17,0,0,US
4392,11,20,5,0,0,US
4393,19,20,12,0,2,US
4394,19,20,7,2,0,US
4395,15,20,19,0,0,BE
4396,6,20,19,1,0,BE
4397,13,20,16,0,3,BE
4398,7,20,13,0,0,US
4399,13,20,20,0,0,US
4400,5,20,17,0,0,US
4401,9,20,17,0,0,US
4402,13,20,4,0,0,US
4403,2,20,20,0,0,CA
4404,1,20,20,0,0,DE
4405,2,20,20,0,0,DE
4406,1,20,20,0,0,DE
4407,1,20,20,0,0,DE
4408,2,20,20,0,0,DE
4409,3,20,20,0,0,DE
4410,1,20,20,0,0,DE
4411,2,20,20,0,0,DE
4412,2,20,20,0,0,DE
4413,1,20,20,0,0,DE
4414,2,20,20,0,0,DE
4415,3,20,20,0,0,DE
4416,1,20,20,0,0,DE
4417,1,20,20,0,0,DE
4418,3,20,20,0,0,DE
4419,2,20,20,0,0,DE
4420,3,20,20,0,0,DE
4421,1,20,20,0,0,DE
4422,2,20,20,0,0,DE
4423,2,20,20,0,0,DE
4424,2,20,20,0,0,DE
4425,2,20,20,0,0,DE
4426,2,20,20,0,0,DE
4427,3,20,20,0,0,DE
4428,1,20,20,0,0,DE
4429,1,20,20,0,0,DE
4430,2,20,20,0,0,DE
4431,1,20,20,0,0,DE
4432,1,20,20,0,0,DE
4433,1,20,20,0,0,DE
4434,7,20,20,0,0,DE
4435,3,20,20,0,0,DE
4436,2,20,20,0,0,DE
4437,2,20,20,0,0,DE
4438,1,20,20,0,0,DE
4439,3,20,20,0,0,DE
4440,1,20,20,0,0,DE
4441,1,20,20,0,0,DE
4442,1,20,0,0,0,IS
4443,2,20,0,0,0,IS
4444,1,20,0,0,0,IS
4445,16,20,20,0,0,DE
4446,20,20,20,0,0,PT
4447,1,20,20,0,0,DE
4448,2,20,20,0,0,FR
4449,18,20,3,1,4,BE
4450,11,20,10,0,6,IR
4451,5,20,9,0,11,SE
4452,10,20,19,0,0,GB
4453,18,19,3,16,0,US
4454,2,19,19,0,0,US
4455,19,19,19,0,0,US
4456,14,19,17,0,0,US
4457,2,19,11,1,0,US
4458,10,19,17,0,0,US
4459,10,19,13,0,0,US
4460,13,19,14,0,1,US
4461,13,19,14,0,0,US
4462,11,19,12,0,0,US
4463,12,19,13,0,2,US
4464,9,19,17,0,0,US
4465,12,19,15,1,0,US
4466,13,19,13,0,1,US
4467,16,19,12,0,0,US
4468,13,19,9,0,6,US
4469,12,19,18,0,0,US
4470,8,19,15,0,0,US
4471,18,19,14,0,0,US
4472,15,19,9,0,0,US
4473,9,19,7,1,0,US
4474,13,19,12,0,1,US
4475,8,19,17,0,0,US
4476,6,19,16,0,0,US
4477,7,19,11,0,0,US
4478,13,19,14,0,0,US
4479,13,19,13,0,0,US
4480,10,19,18,0,0,US
4481,13,19,12,0,0,US
4482,5,19,17,0,0,US
4483,1,19,19,0,0,US
4484,7,19,17,0,0,US
4485,4,19,18,0,0,US
4486,4,19,18,0,0,US
4487,1,19,19,0,0,US
4488,3,19,19,0,0,US
4489,4,19,18,0,0,US
4490,3,19,19,0,0,NL
4491,2,19,2,0,17,MY
4492,11,19,19,0,0,CN
4493,7,19,16,0,2,PK
4494,13,19,19,0,0,JP
4495,11,19,18,0,0,JP
4496,3,19,19,0,0,US
4497,3,19,18,1,0,US
4498,1,19,0,0,0,NL
4499,1,19,0,0,0,NL
4500,1,19,0,0,0,NL
4501,4,19,4,0,0,IS
4502,1,19,19,0,0,US
4503,4,19,9,0,0,US
4504,6,19,13,0,4,DE
4505,9,19,10,0,0,CA
4506,1,19,19,0,0,GB
4507,10,19,14,0,0,US
4508,10,19,6,0,7,US
4509,19,19,10,0,0,US
4510,12,19,19,0,0,US
4511,10,19,19,0,0,JP
4512,6,19,19,0,0,IN
4513,5,19,19,0,0,DK
4514,11,19,18,0,0,AU
4515,9,19,19,0,0,AU
4516,15,19,16,0,0,US
4517,12,19,16,0,0,US
4518,18,19,17,0,0,US
4519,14,19,12,0,1,US
4520,14,19,19,0,0,US
4521,9,19,18,0,1,US
4522,10,19,18,0,0,US
4523,12,19,17,0,0,US
4524,12,19,15,0,2,US
4525,12,19,13,0,0,US
4526,11,19,6,0,0,US
4527,13,19,14,0,0,US
4528,13,19,14,0,0,US
4529,11,19,8,0,0,BR
4530,4,19,17,0,0,CN
4531,3,19,17,0,0,CH
4532,3,19,19,0,0,AR
